01032,0
05405,1
08481,2
13131,3
13951,4
00098,5
05362,6
03163,7
11557,8
09953,9
02417,10
02471,11
09745,12
06937,13
15038,14
07843,15
05388,16
04840,17
11571,18
02247,19
08555,20
04690,21
04020,22
13952,23
11598,24
05361,25
06117,26
03160,27
03852,28
13958,29
11554,30
03894,31
02472,32
03145,33
06843,34
09746,35
13943,36
12688,37
12038,38
05399,39
14063,40
11560,41
08223,42
04492,43
11228,44
09090,45
07811,46
04498,47
06894,48
03994,49
05393,50
11545,51
02138,52
06943,53
13949,54
13877,55
06834,56
08479,57
04491,58
14060,59
11563,60
08967,61
11569,62
05390,63
03157,64
09093,65
07812,66
12851,67
06940,68
11546,69
14843,70
00915,71
03766,72
03658,73
14064,74
08969,75
11567,76
04019,77
08224,78
04495,79
06816,80
03159,81
09248,82
13944,83
02135,84
11548,85
15041,86
07777,87
08477,88
11830,89
12035,90
06944,91
06833,92
09097,93
09750,94
13961,95
06893,96
05394,97
04496,98
08227,99
12410,100
11564,101
03258,102
15042,103
14575,104
13947,105
12102,106
02136,107
12036,108
04502,109
14408,110
14042,111
14844,112
04839,113
07665,114
05397,115
05318,116
09094,117
13956,118
02394,119
02127,120
04326,121
09860,122
04785,123
05402,124
09748,125
05309,126
03141,127
08971,128
04970,129
14685,130
11550,131
09954,132
03890,133
06553,134
11559,135
13955,136
02397,137
06939,138
07844,139
04881,140
04786,141
15036,142
05401,143
08972,144
11979,145
14686,146
03142,147
11553,148
03893,149
11558,150
02396,151
13954,152
04880,153
07845,154
06938,155
03776,156
05400,157
15037,158
14687,159
08973,160
10577,161
03143,162
02474,163
12409,164
06551,165
01963,166
03892,167
11552,168
04327,169
02395,170
13957,171
01854,172
05403,173
03775,174
00100,175
09749,176
03140,177
05308,178
14684,179
08048,180
08970,181
03891,182
04512,183
09955,184
06991,185
11551,186
11597,187
06552,188
12411,189
04497,190
08226,191
11565,192
10052,193
15296,194
15043,195
02137,196
13946,197
13878,198
12037,199
11832,200
14043,201
04503,202
05437,203
05396,204
09095,205
11566,206
08968,207
03158,208
12412,209
08225,210
04494,211
02134,212
13945,213
09249,214
03889,215
15040,216
11549,217
11831,218
04500,219
06832,220
06945,221
12034,222
13960,223
09096,224
05395,225
08478,226
15346,227
14706,228
09098,229
04490,230
11562,231
14061,232
05391,233
11568,234
09092,235
03156,236
06941,237
14842,238
11683,239
11547,240
14044,241
03139,242
02133,243
12039,244
08078,245
11561,246
14062,247
05398,248
11229,249
08222,250
04493,251
04499,252
09091,253
03155,254
05392,255
08812,256
14841,257
06835,258
13948,259
06942,260
14887,261
01306,262
07783,263
12638,264
02246,265
11570,266
11802,267
05389,268
04691,269
01819,270
06116,271
03161,272
11599,273
13953,274
13959,275
13698,276
06824,277
04329,278
01964,279
08912,280
11555,281
03984,282
09747,283
03144,284
02473,285
05404,286
11801,287
14689,288
13130,289
08480,290
03162,291
00099,292
13950,293
11556,294
02398,295
08273,296
09744,297
02470,298
15039,299
